N,analytic_rank,found_generators,generators_on_connected_component
7526,0,True,0
7528,0,True,0
7530,1,False,0
7532,0,True,0
7534,1,False,0
7536,0,True,0
7538,1,False,0
7540,0,True,0
7542,0,True,0
7544,1,True,0
7546,1,False,0
7548,1,True,0
7550,1,True,0
7552,1,False,0
7554,0,True,0
7556,1,False,0
7558,1,True,0
7560,0,True,0
7562,0,True,0
7564,0,True,0
7566,1,False,0
7568,1,False,0
7570,1,False,0
7572,0,True,0
7574,0,True,0
7576,0,True,0
7578,0,True,0
7580,0,True,0
7582,1,False,0
7584,0,True,0
7586,0,True,0
7588,1,True,0
7590,0,True,0
7592,1,True,0
7594,1,False,0
7596,1,True,0
7598,1,False,0
7600,0,True,0
7602,1,False,0
7604,0,True,0
7606,1,False,0
7608,0,True,0
7610,1,True,0
7612,0,True,0
7614,0,True,0
7616,0,True,0
7618,1,False,0
7620,0,True,0
7622,1,False,0
7624,2,False,0
7626,1,False,0
7628,0,True,0
7630,0,True,0
7632,0,True,0
7634,1,False,0
7636,1,False,0
7638,0,True,0
7640,1,False,0
7642,1,False,0
7644,1,False,0
7646,0,True,0
7648,1,False,0
7650,0,True,0
7652,1,False,0
7654,0,True,0
7656,0,True,0
7658,1,False,0
7660,1,True,1
7662,1,True,0
7664,1,True,1
7666,0,True,0
7668,1,False,0
7670,1,True,0
7672,1,False,0
7674,0,True,0
7676,1,False,0
7678,0,True,0
7680,0,True,0
7682,1,False,0
7684,1,False,0
7686,1,False,0
7688,0,True,0
7690,0,True,0
7692,1,False,0
7694,0,True,0
7696,1,False,0
7698,1,False,0
7700,1,False,0
7702,0,True,0
7704,0,True,0
7706,2,True,1
7708,1,False,0
7710,1,False,0
7712,1,False,0
7714,1,True,0
7716,0,True,0
7718,1,False,0
7720,1,False,0
7722,0,True,0
7724,2,True,0
7726,1,False,0
7728,0,True,0
7730,1,False,0
7732,1,False,0
7734,0,True,0
7736,2,True,0
7738,0,True,0
7740,0,True,0
7742,0,True,0
7744,0,True,0
7746,0,True,0
7748,1,False,0
7750,1,True,0
7752,0,True,0
7754,0,True,0
7756,1,False,0
7758,2,True,1
7760,1,False,0
7762,1,True,0
7764,0,True,0
7766,0,True,0
7768,1,False,0
7770,0,True,0
7772,1,True,0
7774,1,True,1
7776,1,False,0
7778,0,True,0
7780,1,False,0
7782,0,True,0
7784,0,True,0
7786,0,True,0
7788,1,False,0
7790,0,True,0
7792,0,True,0
7794,0,True,0
7796,1,False,0
7798,1,False,0
7800,0,True,0
7802,1,False,0
7804,0,True,0
7806,0,True,0
7808,1,False,0
7810,0,True,0
7812,1,False,0
7814,1,False,0
7816,1,False,0
7818,1,False,0
7820,1,True,0
7822,1,False,0
7824,0,True,0
7826,1,True,1
7828,1,False,0
7830,1,True,0
7832,1,False,0
7834,1,False,0
7836,3,True,1
7838,1,False,0
7840,1,False,0
7842,1,False,0
7844,1,False,0
7846,0,True,0
7848,0,True,0
7850,2,False,0
7852,0,True,0
7854,0,True,0
7856,1,True,0
7858,0,True,0
7860,0,True,0
7862,1,True,0
7864,0,True,0
7866,1,True,1
7868,2,True,1
7870,1,False,0
7872,0,True,0
7874,1,False,0
7876,0,True,0
7878,1,False,0
7880,0,True,0
7882,0,True,0
7884,1,False,0
7886,0,True,0
7888,1,False,0
7890,0,True,0
7892,1,False,0
7894,0,True,0
7896,0,True,0
7898,0,True,0
7900,0,True,0
7902,0,True,0
7904,1,False,0
7906,0,True,0
7908,1,False,0
7910,2,False,0
7912,0,True,0
7914,0,True,0
7916,1,True,0
7918,1,True,0
7920,1,False,0
7922,0,True,0
7924,1,False,0
7926,0,True,0
7928,0,True,0
7930,0,True,0
7932,1,False,0
7934,2,True,0
7936,1,False,0
7938,1,False,0
7940,0,True,0
7942,1,False,0
7944,1,False,0
7946,1,False,0
7948,0,True,0
7950,0,True,0
7952,0,True,0
7954,1,False,0
7956,1,False,0
7958,0,True,0
7960,2,True,0
7962,1,False,0
7964,1,False,0
7966,1,False,0
7968,1,False,0
7970,1,True,0
7972,0,True,0
7974,0,True,0
7976,0,True,0
7978,1,False,0
7980,1,False,0
7982,2,True,1
7984,2,True,0
7986,0,True,0
7988,0,True,0
7990,0,True,0
7992,1,False,0
7994,1,False,0
7996,2,True,1
7998,0,True,0
8000,0,True,0
8002,1,False,0
8004,1,True,0
8006,0,True,0
8008,1,False,0
8010,1,False,0
8012,0,True,0
8014,1,False,0
8016,0,True,0
8018,1,False,0
8020,1,False,0
8022,0,True,0
8024,0,True,0
8026,0,True,0
8028,1,False,0
8030,1,True,0
8032,0,True,0
8034,1,True,0
8036,1,False,0
8038,0,True,0
8040,0,True,0
8042,1,False,0
8044,1,True,0
8046,0,True,0
8048,0,True,0
8050,0,True,0
8052,1,True,0
8054,1,False,0
8056,1,False,0
8058,1,False,0
8060,1,False,0
8062,1,False,0
8064,0,True,0
8066,1,True,0
8068,0,True,0
8070,0,True,0
8072,0,True,0
8074,2,False,0
8076,1,False,0
8078,1,False,0
8080,1,True,0
8082,1,True,1
8084,2,True,0
8086,0,True,0
8088,1,False,0
8090,1,False,0
8092,1,False,0
8094,1,False,0
8096,0,True,0
8098,0,True,0
8100,0,True,0
8102,0,True,0
8104,0,True,0
8106,2,False,0
8108,1,False,0
8110,1,False,0
8112,0,True,0
8114,2,True,0
8116,1,False,0
8118,1,False,0
8120,0,True,0
8122,0,True,0
8124,0,True,0
8126,1,False,0
8128,0,True,0
8130,0,True,0
8132,1,True,0
8134,1,True,1
8136,0,True,0
8138,1,False,0
8140,0,True,0
8142,1,False,0
8144,1,False,0
8146,1,False,0
8148,1,True,0
8150,1,False,0
8152,0,True,0
8154,1,False,0
8156,1,False,0
8158,1,False,0
8160,1,True,0
8162,1,False,0
8164,1,False,0
8166,1,False,0
8168,1,False,0
8170,1,True,0
8172,0,True,0
8174,1,False,0
8176,0,True,0
8178,0,True,0
8180,1,False,0
8182,0,True,0
8184,1,False,0
8186,0,True,0
8188,0,True,0
8190,0,True,0
8192,0,True,0
8194,3,True,1
8196,1,False,0
8198,2,True,0
8200,1,True,0
8202,1,False,0
8204,1,False,0
8206,0,True,0
8208,1,False,0
8210,0,True,0
8212,0,True,0
8214,0,True,0
8216,1,False,0
8218,0,True,0
8220,0,True,0
8222,0,True,0
8224,1,True,0
8226,1,False,0
8228,1,False,0
8230,0,True,0
8232,0,True,0
8234,1,True,0
8236,2,False,0
8238,0,True,0
8240,0,True,0
8242,0,True,0
8244,1,False,0
8246,1,True,0
8248,1,True,1
8250,0,True,0
8252,1,False,0
8254,0,True,0
8256,0,True,0
8258,0,True,0
8260,1,False,0
8262,1,False,0
8264,0,True,0
8266,0,True,0
8268,2,True,0
8270,0,True,0
8272,1,True,0
8274,1,False,0
8276,1,False,0
8278,2,True,1
8280,1,False,0
8282,0,True,0
8284,0,True,0
8286,0,True,0
8288,0,True,0
8290,1,True,0
8292,0,True,0
8294,0,True,0
8296,0,True,0
8298,0,True,0
8300,1,True,0
8302,1,False,0
8304,1,False,0
8306,1,False,0
8308,1,False,0
8310,1,False,0
8312,1,False,0
8314,1,False,0
8316,0,True,0
8318,1,True,1
8320,1,False,0
8322,1,True,1
8324,2,True,0
8326,1,False,0
8328,1,False,0
8330,1,False,0
8332,1,False,0
8334,0,True,0
8336,1,True,0
8338,1,False,0
8340,1,False,0
8342,0,True,0
8344,0,True,0
8346,0,True,0
8348,0,True,0
8350,0,True,0
8352,1,True,0
8354,1,False,0
8356,1,True,0
8358,1,False,0
8360,0,True,0
8362,0,True,0
8364,0,True,0
8366,1,False,0
8368,1,False,0
8370,0,True,0
8372,1,False,0
8374,0,True,0
8376,3,True,1
8378,0,True,0
8380,1,False,0
8382,1,False,0
8384,0,True,0
8386,1,False,0
8388,0,True,0
8390,0,True,0
8392,1,False,0
8394,1,False,0
8396,1,False,0
8398,0,True,0
8400,1,False,0
8402,0,True,0
8404,1,False,0
8406,1,False,0
8408,2,True,0
8410,0,True,0
8412,0,True,0
8414,0,True,0
8416,0,True,0
8418,0,True,0
8420,0,True,0
8422,0,True,0
8424,0,True,0
8426,0,True,0
8428,1,False,0
8430,0,True,0
8432,1,True,1
8434,1,False,0
8436,1,False,0
8438,1,False,0
8440,2,False,0
8442,1,False,0
8444,0,True,0
8446,0,True,0
8448,0,True,0
8450,0,True,0
8452,0,True,0
8454,2,True,0
8456,0,True,0
8458,0,True,0
8460,2,False,0
8462,0,True,0
8464,1,False,0
8466,0,True,0
8468,1,False,0
8470,1,False,0
8472,0,True,0
8474,0,True,0
8476,0,True,0
8478,1,False,0
8480,0,True,0
8482,2,False,0
8484,1,False,0
8486,0,True,0
8488,1,False,0
8490,2,True,1
8492,0,True,0
8494,0,True,0
8496,1,False,0
8498,0,True,0
8500,1,True,0
8502,1,True,1
8504,0,True,0
8506,2,True,0
8508,0,True,0
8510,0,True,0
8512,1,False,0
8514,0,True,0
8516,1,False,0
8518,1,False,0
8520,0,True,0
8522,1,False,0
8524,1,True,0
8526,0,True,0
8528,0,True,0
8530,1,False,0
8532,1,True,1
8534,2,False,0
8536,0,True,0
8538,3,True,1
8540,0,True,0
8542,1,True,0
8544,1,False,0
8546,1,False,0
8548,1,False,0
8550,0,True,0
8552,1,False,0
8554,1,False,0
8556,1,False,0
8558,1,False,0
8560,2,True,1
8562,0,True,0
8564,0,True,0
8566,2,False,0
8568,0,True,0
8570,1,False,0
8572,1,False,0
8574,1,False,0
8576,2,True,0
8578,0,True,0
8580,2,False,0
8582,0,True,0
8584,0,True,0
8586,0,True,0
8588,0,True,0
8590,1,False,0
8592,1,False,0
8594,1,False,0
8596,0,True,0
8598,0,True,0
8600,0,True,0
8602,1,False,0
8604,1,True,0
8606,0,True,0
8608,0,True,0
8610,1,True,0
8612,0,True,0
8614,0,True,0
8616,1,False,0
8618,1,False,0
8620,1,False,0
8622,0,True,0
8624,1,False,0
8626,2,False,0
8628,1,False,0
8630,0,True,0
8632,1,True,1
8634,1,False,0
8636,1,False,0
8638,1,False,0
8640,0,True,0
8642,1,False,0
8644,0,True,0
8646,1,True,0
8648,0,True,0
8650,0,True,0
8652,0,True,0
8654,1,True,0
8656,1,False,0
8658,0,True,0
8660,0,True,0
8662,0,True,0
8664,0,True,0
8666,0,True,0
8668,1,False,0
8670,1,False,0
8672,0,True,0
8674,0,True,0
8676,1,False,0
8678,2,True,0
8680,1,True,0
8682,0,True,0
8684,2,False,0
8686,0,True,0
8688,1,False,0
8690,0,True,0
8692,1,True,1
8694,0,True,0
8696,0,True,0
8698,1,False,0
8700,0,True,0
8702,0,True,0
8704,0,True,0
8706,0,True,0
8708,0,True,0
8710,1,False,0
8712,0,True,0
8714,1,True,0
8716,2,True,0
8718,0,True,0
8720,1,False,0
8722,0,True,0
8724,1,False,0
8726,1,True,0
8728,1,False,0
8730,2,True,1
8732,0,True,0
8734,0,True,0
8736,1,False,0
8738,1,False,0
8740,0,True,0
8742,1,False,0
8744,1,True,0
8746,2,False,0
8748,0,True,0
8750,1,False,0
8752,1,True,1
8754,0,True,0
8756,1,False,0
8758,1,False,0
8760,1,False,0
8762,0,True,0
8764,1,False,0
8766,0,True,0
8768,0,True,0
8770,2,True,0
8772,0,True,0
8774,0,True,0
8776,0,True,0
8778,0,True,0
8780,0,True,0
8782,0,True,0
8784,1,False,0
8786,1,True,1
8788,0,True,0
8790,0,True,0
8792,1,True,0
8794,2,True,1
8796,0,True,0
8798,0,True,0
8800,1,False,0
8802,0,True,0
8804,1,True,0
8806,1,False,0
8808,0,True,0
8810,1,True,0
8812,1,True,0
8814,0,True,0
8816,0,True,0
8818,1,True,0
8820,1,False,0
8822,1,False,0
8824,1,False,0
8826,1,False,0
8828,2,False,0
8830,0,True,0
8832,1,True,1
8834,0,True,0
8836,0,True,0
8838,1,False,0
8840,1,True,0
8842,0,True,0
8844,0,True,0
8846,0,True,0
8848,0,True,0
8850,0,True,0
8852,0,True,0
8854,1,False,0
8856,0,True,0
8858,1,False,0
8860,1,False,0
8862,1,False,0
8864,1,False,0
8866,0,True,0
8868,1,False,0
8870,1,False,0
8872,1,False,0
8874,1,False,0
8876,1,False,0
8878,1,False,0
8880,1,True,0
8882,1,False,0
8884,1,True,0
8886,0,True,0
8888,0,True,0
8890,1,False,0
8892,0,True,0
8894,1,False,0
8896,1,False,0
8898,1,False,0
8900,1,True,0
8902,1,False,0
8904,1,False,0
8906,0,True,0
8908,1,True,1
8910,1,False,0
8912,1,False,0
8914,0,True,0
8916,0,True,0
8918,1,False,0
8920,1,False,0
8922,0,True,0
8924,0,True,0
8926,1,False,0
8928,0,True,0
8930,0,True,0
8932,0,True,0
8934,2,True,1
8936,1,True,0
8938,0,True,0
8940,1,True,1
8942,0,True,0
8944,1,False,0
8946,0,True,0
8948,0,True,0
8950,0,True,0
8952,1,True,1
8954,1,False,0
8956,1,False,0
8958,1,False,0
8960,1,False,0
8962,1,False,0
8964,1,False,0
8966,0,True,0
8968,0,True,0
8970,1,False,0
8972,1,False,0
8974,1,False,0
8976,1,False,0
8978,0,True,0
8980,1,True,1
8982,0,True,0
8984,1,False,0
8986,0,True,0
8988,0,True,0
8990,0,True,0
8992,1,False,0
8994,0,True,0
8996,1,False,0
8998,1,False,0
9000,0,True,0
9002,1,False,0
9004,1,True,1
9006,2,True,0
9008,0,True,0
9010,0,True,0
9012,1,False,0
9014,0,True,0
9016,1,False,0
9018,2,False,0
9020,1,False,0
9022,1,False,0
9024,0,True,0
9026,1,False,0
9028,1,False,0
9030,1,True,0
9032,1,False,0
9034,1,False,0
9036,1,False,0
9038,1,False,0
9040,0,True,0
9042,1,False,0
9044,1,True,0
9046,1,False,0
9048,0,True,0
9050,1,True,0
9052,1,False,0
9054,0,True,0
9056,1,False,0
9058,0,True,0
9060,0,True,0
9062,2,False,0
9064,1,False,0
9066,0,True,0
9068,1,False,0
9070,1,False,0
9072,0,True,0
9074,1,True,1
9076,1,False,0
9078,1,True,0
9080,0,True,0
9082,1,False,0
9084,1,False,0
9086,0,True,0
9088,2,True,1
9090,0,True,0
9092,1,False,0
9094,1,True,0
9096,0,True,0
9098,1,False,0
9100,0,True,0
9102,1,False,0
9104,0,True,0
9106,2,False,0
9108,2,True,0
9110,1,False,0
9112,0,True,0
9114,1,False,0
9116,1,False,0
9118,0,True,0
9120,1,False,0
9122,1,True,0
9124,1,True,1
9126,2,True,1
9128,1,False,0
9130,1,False,0
9132,1,False,0
9134,0,True,0
9136,0,True,0
9138,1,False,0
9140,0,True,0
9142,2,False,0
9144,0,True,0
9146,0,True,0
9148,0,True,0
9150,0,True,0
9152,0,True,0
9154,1,False,0
9156,0,True,0
9158,1,True,0
9160,1,False,0
9162,0,True,0
9164,0,True,0
9166,1,False,0
9168,1,True,0
9170,0,True,0
9172,0,True,0
9174,0,True,0
9176,1,False,0
9178,1,False,0
9180,1,True,0
9182,1,True,0
9184,1,False,0
9186,0,True,0
9188,0,True,0
9190,1,False,0
9192,1,False,0
9194,0,True,0
9196,1,False,0
9198,1,False,0
9200,1,False,0
9202,0,True,0
9204,1,False,0
9206,0,True,0
9208,1,False,0
9210,1,True,0
9212,1,False,0
9214,1,True,0
9216,1,False,0
9218,0,True,0
9220,0,True,0
9222,0,True,0
9224,1,False,0
9226,1,False,0
9228,0,True,0
9230,0,True,0
9232,0,True,0
9234,0,True,0
9236,0,True,0
9238,1,False,0
9240,1,False,0
9242,1,False,0
9244,3,True,2
9246,0,True,0
9248,1,False,0
9250,0,True,0
9252,0,True,0
9254,2,True,0
9256,1,False,0
9258,2,True,1
9260,1,True,0
9262,0,True,0
9264,1,False,0
9266,0,True,0
9268,1,False,0
9270,0,True,0
9272,1,False,0
9274,0,True,0
9276,0,True,0
9278,1,False,0
9280,1,False,0
9282,0,True,0
9284,0,True,0
9286,0,True,0
9288,0,True,0
9290,1,True,0
9292,1,False,0
9294,1,True,0
9296,0,True,0
9298,0,True,0
9300,1,False,0
9302,1,False,0
9304,0,True,0
9306,0,True,0
9308,1,False,0
9310,1,False,0
9312,0,True,0
9314,0,True,0
9316,2,False,0
9318,1,False,0
9320,0,True,0
9322,1,False,0
9324,0,True,0
9326,0,True,0
9328,0,True,0
9330,0,True,0
9332,0,True,0
9334,1,False,0
9336,2,True,1
9338,0,True,0
9340,0,True,0
9342,1,False,0
9344,2,True,0
9346,1,False,0
9348,0,True,0
9350,0,True,0
9352,1,False,0
9354,1,False,0
9356,1,False,0
9358,0,True,0
9360,2,True,0
9362,0,True,0
9364,0,True,0
9366,0,True,0
9368,0,True,0
9370,0,True,0
9372,1,False,0
9374,0,True,0
9376,0,True,0
9378,1,False,0
9380,0,True,0
9382,1,False,0
9384,1,False,0
9386,1,True,0
9388,0,True,0
9390,1,False,0
9392,0,True,0
9394,0,True,0
9396,0,True,0
9398,2,False,0
9400,2,False,0
9402,0,True,0
9404,0,True,0
9406,1,False,0
9408,1,False,0
9410,0,True,0
9412,0,True,0
9414,1,False,0
9416,1,False,0
9418,1,False,0
9420,1,True,0
9422,1,True,0
9424,0,True,0
9426,0,True,0
9428,1,False,0
9430,0,True,0
9432,1,False,0
9434,0,True,0
9436,0,True,0
9438,0,True,0
9440,0,True,0
9442,0,True,0
9444,0,True,0
9446,0,True,0
9448,0,True,0
9450,0,True,0
9452,2,True,1
9454,0,True,0
9456,0,True,0
9458,0,True,0
9460,0,True,0
9462,1,False,0
9464,0,True,0
9466,2,True,1
9468,1,False,0
9470,0,True,0
9472,0,True,0
9474,0,True,0
9476,0,True,0
9478,2,True,1
9480,0,True,0
9482,1,True,0
9484,1,False,0
9486,0,True,0
9488,1,False,0
9490,0,True,0
9492,1,True,0
9494,0,True,0
9496,1,False,0
9498,0,True,0
9500,0,True,0
9502,0,True,0
9504,1,False,0
9506,1,False,0
9508,0,True,0
9510,1,True,1
9512,1,False,0
9514,1,False,0
9516,0,True,0
9518,0,True,0
9520,0,True,0
9522,1,False,0
9524,0,True,0
9526,1,False,0
9528,1,False,0
9530,0,True,0
9532,1,False,0
9534,1,False,0
9536,0,True,0
9538,1,False,0
9540,1,False,0
9542,1,False,0
9544,0,True,0
9546,1,False,0
9548,1,False,0
9550,0,True,0
9552,0,True,0
9554,1,False,0
9556,1,False,0
9558,0,True,0
9560,1,True,0
9562,0,True,0
9564,1,False,0
9566,1,False,0
9568,1,True,0
9570,1,False,0
9572,1,False,0
9574,1,False,0
9576,1,False,0
9578,1,True,0
9580,1,False,0
9582,0,True,0
9584,1,True,0
9586,0,True,0
9588,0,True,0
9590,1,False,0
9592,0,True,0
9594,2,False,0
9596,0,True,0
9598,0,True,0
9600,1,False,0
9602,1,False,0
9604,0,True,0
9606,1,True,1
9608,0,True,0
9610,1,False,0
9612,1,True,1
9614,1,False,0
9616,1,True,0
9618,2,True,0
9620,1,False,0
9622,0,True,0
9624,1,False,0
9626,1,False,0
9628,2,False,0
9630,2,True,1
9632,0,True,0
9634,1,False,0
9636,1,False,0
9638,1,False,0
9640,1,True,0
9642,0,True,0
9644,1,True,0
9646,0,True,0
9648,0,True,0
9650,0,True,0
9652,0,True,0
9654,1,True,0
9656,0,True,0
9658,1,False,0
9660,1,False,0
9662,2,True,1
9664,2,False,0
9666,0,True,0
9668,0,True,0
9670,1,True,1
9672,1,True,0
9674,0,True,0
9676,1,False,0
9678,1,False,0
9680,1,False,0
9682,1,False,0
9684,0,True,0
9686,1,False,0
9688,0,True,0
9690,0,True,0
9692,1,True,0
9694,0,True,0
9696,1,True,0
9698,0,True,0
9700,1,True,0
9702,0,True,0
9704,0,True,0
9706,2,True,1
9708,0,True,0
9710,1,True,0
9712,1,False,0
9714,1,False,0
9716,0,True,0
9718,1,False,0
9720,3,True,1
9722,2,True,1
9724,0,True,0
9726,0,True,0
9728,1,False,0
9730,1,False,0
9732,0,True,0
9734,0,True,0
9736,1,False,0
9738,0,True,0
9740,1,False,0
9742,1,False,0
9744,2,True,1
9746,1,True,1
9748,1,True,0
9750,0,True,0
9752,0,True,0
9754,0,True,0
9756,1,False,0
9758,1,True,0
9760,1,False,0
9762,1,True,1
9764,2,True,0
9766,1,False,0
9768,0,True,0
9770,1,False,0
9772,1,False,0
9774,0,True,0
9776,0,True,0
9778,2,False,0
9780,1,True,0
9782,0,True,0
9784,1,True,0
9786,1,False,0
9788,1,False,0
9790,1,False,0
9792,0,True,0
9794,1,False,0
9796,1,False,0
9798,1,False,0
9800,1,False,0
9802,2,False,0
9804,0,True,0
9806,0,True,0
9808,1,False,0
9810,1,False,0
9812,1,False,0
9814,1,False,0
9816,1,False,0
9818,1,False,0
9820,1,False,0
9822,0,True,0
9824,0,True,0
9826,1,False,0
9828,0,True,0
9830,1,True,0
9832,1,True,1
9834,0,True,0
9836,1,False,0
9838,1,True,0
9840,1,False,0
9842,0,True,0
9844,1,True,1
9846,0,True,0
9848,0,True,0
9850,0,True,0
9852,1,False,0
9854,0,True,0
9856,1,False,0
9858,0,True,0
9860,0,True,0
9862,1,False,0
9864,0,True,0
9866,1,False,0
9868,1,False,0
9870,0,True,0
9872,1,True,0
9874,1,False,0
9876,0,True,0
9878,0,True,0
9880,2,True,0
9882,0,True,0
9884,0,True,0
9886,0,True,0
9888,1,True,1
9890,2,True,1
9892,1,False,0
9894,0,True,0
9896,1,False,0
9898,1,False,0
9900,1,False,0
9902,1,True,0
9904,1,True,1
9906,1,True,0
9908,0,True,0
9910,0,True,0
9912,1,False,0
9914,1,False,0
9916,1,True,1
9918,2,False,0
9920,0,True,0
9922,0,True,0
9924,0,True,0
9926,1,False,0
9928,1,False,0
9930,1,True,0
9932,0,True,0
9934,0,True,0
9936,0,True,0
9938,0,True,0
9940,2,True,1
9942,0,True,0
9944,0,True,0
9946,0,True,0
9948,0,True,0
9950,1,False,0
9952,1,False,0
9954,0,True,0
9956,0,True,0
9958,1,False,0
9960,0,True,0
9962,2,True,0
9964,0,True,0
9966,1,False,0
9968,1,False,0
9970,2,False,0
9972,0,True,0
9974,0,True,0
9976,1,False,0
9978,0,True,0
9980,1,False,0
9982,1,False,0
9984,0,True,0
9986,0,True,0
9988,0,True,0
9990,1,False,0
9992,1,False,0
9994,2,True,1
9996,0,True,0
9998,0,True,0
